EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 28-01-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGHT   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
 2207,175650,MONTPELLIER-AEROPORT                    ,FR,+43:34:37,+003:57:47,   2,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
 2207,219109,MONTPELLIER-AEROPORT                    ,FR,+43:34:37,+003:57:47,   2, QQ5,20180101,20191231,   72,Anatoly V. Tsvetkov                               
 2209,106209,AJACCIO                                 ,FR,+41:55:05,+008:47:34,   5, RR9,19491001,20201231,   10,Jean-Michel Soubeyroux                            
 2209,106450,AJACCIO                                 ,FR,+41:55:05,+008:47:34,   5, TX6,19491001,20201231,   10,Jean-Michel Soubeyroux                            
 2209,106693,AJACCIO                                 ,FR,+41:55:05,+008:47:34,   5, TN2,19491001,20201231,   10,Jean-Michel Soubeyroux                            
 2209,107227,AJACCIO                                 ,FR,+41:55:05,+008:47:34,   5, TG5,19491001,20201231,   10,Jean-Michel Soubeyroux                            
 2209,175626,AJACCIO                                 ,FR,+41:55:05,+008:47:34,   5,PP23,19851101,20201231,   10,Jean-Michel Soubeyroux                            
 2209,175627,AJACCIO                                 ,FR,+41:55:05,+008:47:34,   5,HU13,19491008,20201231,   10,Jean-Michel Soubeyroux                            
 2209,175628,AJACCIO                                 ,FR,+41:55:05,+008:47:34,   5,FG12,19491008,20201231,   10,Jean-Michel Soubeyroux                            
 2209,190896,AJACCIO                                 ,FR,+41:55:05,+008:47:34,   5, QQ5,19700721,20191231,   72,Anatoly V. Tsvetkov                               
 2293,190816,TRAPPES                                 ,FR,+48:46:27,+002:00:35, 167, QQ5,19671001,20191231,   72,Anatoly V. Tsvetkov                               
 3631,190812,EVREUX - HUEST                          ,FR,+49:01:30,+001:13:18, 138, QQ5,20110421,20170510,   72,Anatoly V. Tsvetkov                               
11243,171616,TROYES-BARBEREY                         ,FR,+48:19:29,+004:01:12, 112, TN2,19750501,20201231,   10,Jean-Michel Soubeyroux                            
11243,171617,TROYES-BARBEREY                         ,FR,+48:19:29,+004:01:12, 112, TG5,19750501,20201231,   10,Jean-Michel Soubeyroux                            
11243,171618,TROYES-BARBEREY                         ,FR,+48:19:29,+004:01:12, 112, TX6,19750501,20201231,   10,Jean-Michel Soubeyroux                            
11243,171619,TROYES-BARBEREY                         ,FR,+48:19:29,+004:01:12, 112, RR9,19750501,20201231,   10,Jean-Michel Soubeyroux                            
11243,175610,TROYES-BARBEREY                         ,FR,+48:19:29,+004:01:12, 112,PP23,19910408,20201231,   10,Jean-Michel Soubeyroux                            
11243,175611,TROYES-BARBEREY                         ,FR,+48:19:29,+004:01:12, 112,HU13,19750501,20201231,   10,Jean-Michel Soubeyroux                            
11243,175612,TROYES-BARBEREY                         ,FR,+48:19:29,+004:01:12, 112,FG12,19750501,20201231,   10,Jean-Michel Soubeyroux                            
11243,190825,TROYES-BARBEREY                         ,FR,+48:19:29,+004:01:12, 112, QQ5,20090930,20191231,   72,Anatoly V. Tsvetkov                               
11244,171620,PTE DE CHASSIRON                        ,FR,+46:02:49,-001:24:42,  11, TN2,19170101,20201231,   10,Jean-Michel Soubeyroux                            
11244,171621,PTE DE CHASSIRON                        ,FR,+46:02:49,-001:24:42,  11, TG5,19170101,20201231,   10,Jean-Michel Soubeyroux                            
11244,171622,PTE DE CHASSIRON                        ,FR,+46:02:49,-001:24:42,  11, TX6,19170101,20201231,   10,Jean-Michel Soubeyroux                            
11244,171623,PTE DE CHASSIRON                        ,FR,+46:02:49,-001:24:42,  11, RR9,18840301,20201231,   10,Jean-Michel Soubeyroux                            
11244,175621,PTE DE CHASSIRON                        ,FR,+46:02:49,-001:24:42,  11,PP23,19910601,20201231,   10,Jean-Michel Soubeyroux                            
11244,175622,PTE DE CHASSIRON                        ,FR,+46:02:49,-001:24:42,  11,HU13,19210101,20201231,   10,Jean-Michel Soubeyroux                            
11244,175623,PTE DE CHASSIRON                        ,FR,+46:02:49,-001:24:42,  11,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
11245,171624,PLOUMANAC'H                             ,FR,+48:49:33,-003:28:23,  55, TN2,19470804,20201231,   10,Jean-Michel Soubeyroux                            
11245,171625,PLOUMANAC'H                             ,FR,+48:49:33,-003:28:23,  55, TG5,19470804,20201231,   10,Jean-Michel Soubeyroux                            
11245,171626,PLOUMANAC'H                             ,FR,+48:49:33,-003:28:23,  55, TX6,19470804,20201231,   10,Jean-Michel Soubeyroux                            
11245,171627,PLOUMANAC'H                             ,FR,+48:49:33,-003:28:23,  55, RR9,19470901,20201231,   10,Jean-Michel Soubeyroux                            
11245,175635,PLOUMANAC'H                             ,FR,+48:49:33,-003:28:23,  55,PP23,19970502,20201231,   10,Jean-Michel Soubeyroux                            
11245,175636,PLOUMANAC'H                             ,FR,+48:49:33,-003:28:23,  55,HU13,19970430,20201231,   10,Jean-Michel Soubeyroux                            
11245,175637,PLOUMANAC'H                             ,FR,+48:49:33,-003:28:23,  55,FG12,19970430,20201231,   10,Jean-Michel Soubeyroux                            
11246,171629,NANCY-OCHEY                             ,FR,+48:34:52,+005:57:35, 336, TN2,19661101,20201231,   10,Jean-Michel Soubeyroux                            
11246,171630,NANCY-OCHEY                             ,FR,+48:34:52,+005:57:35, 336, TG5,19661101,20201231,   10,Jean-Michel Soubeyroux                            
11246,171631,NANCY-OCHEY                             ,FR,+48:34:52,+005:57:35, 336, TX6,19661101,20201231,   10,Jean-Michel Soubeyroux                            
11246,171632,NANCY-OCHEY                             ,FR,+48:34:52,+005:57:35, 336, RR9,19630101,20201231,   10,Jean-Michel Soubeyroux                            
11246,176104,NANCY-OCHEY                             ,FR,+48:34:52,+005:57:35, 336,PP23,19910409,20201231,   10,Jean-Michel Soubeyroux                            
11246,176105,NANCY-OCHEY                             ,FR,+48:34:52,+005:57:35, 336,HU13,19661001,20201231,   10,Jean-Michel Soubeyroux                            
11246,176106,NANCY-OCHEY                             ,FR,+48:34:52,+005:57:35, 336,FG12,19661001,20201231,   10,Jean-Michel Soubeyroux                            
11247,171633,BELLE ILE - LE TALUT                    ,FR,+47:17:40,-003:13:06,  34, TN2,19300401,20201231,   10,Jean-Michel Soubeyroux                            
11247,171634,BELLE ILE - LE TALUT                    ,FR,+47:17:40,-003:13:06,  34, TG5,19300401,20201231,   10,Jean-Michel Soubeyroux                            
11247,171635,BELLE ILE - LE TALUT                    ,FR,+47:17:40,-003:13:06,  34, TX6,19300401,20201231,   10,Jean-Michel Soubeyroux                            
11247,171636,BELLE ILE - LE TALUT                    ,FR,+47:17:40,-003:13:06,  34, RR9,19300401,20201231,   10,Jean-Michel Soubeyroux                            
11247,176107,BELLE ILE - LE TALUT                    ,FR,+47:17:40,-003:13:06,  34,PP23,19910411,20201231,   10,Jean-Michel Soubeyroux                            
11247,176108,BELLE ILE - LE TALUT                    ,FR,+47:17:40,-003:13:06,  34,HU13,19490101,20201231,   10,Jean-Michel Soubeyroux                            
11247,176109,BELLE ILE - LE TALUT                    ,FR,+47:17:40,-003:13:06,  34,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
11248,171637,CAP CEPET                               ,FR,+43:04:46,+005:56:27, 115, TN2,19681001,20200206,   10,Jean-Michel Soubeyroux                            
11248,171638,CAP CEPET                               ,FR,+43:04:46,+005:56:27, 115, TG5,19681001,20200206,   10,Jean-Michel Soubeyroux                            
11248,171639,CAP CEPET                               ,FR,+43:04:46,+005:56:27, 115, TX6,19681001,20200206,   10,Jean-Michel Soubeyroux                            
11248,171640,CAP CEPET                               ,FR,+43:04:46,+005:56:27, 115, RR9,19681001,20200125,   10,Jean-Michel Soubeyroux                            
11248,176138,CAP CEPET                               ,FR,+43:04:46,+005:56:27, 115,PP23,19910401,20200205,   10,Jean-Michel Soubeyroux                            
11248,176139,CAP CEPET                               ,FR,+43:04:46,+005:56:27, 115,HU13,19700706,20200206,   10,Jean-Michel Soubeyroux                            
11248,176140,CAP CEPET                               ,FR,+43:04:46,+005:56:27, 115,FG12,19750912,20201231,   10,Jean-Michel Soubeyroux                            
11249,171641,ORLY                                    ,FR,+48:43:01,+002:23:04,  89, TN2,19210301,20201231,   10,Jean-Michel Soubeyroux                            
11249,171642,ORLY                                    ,FR,+48:43:01,+002:23:04,  89, TG5,19210301,20201231,   10,Jean-Michel Soubeyroux                            
11249,171643,ORLY                                    ,FR,+48:43:01,+002:23:04,  89, TX6,19210301,20201231,   10,Jean-Michel Soubeyroux                            
11249,171644,ORLY                                    ,FR,+48:43:01,+002:23:04,  89, RR9,19210301,20201231,   10,Jean-Michel Soubeyroux                            
11249,176147,ORLY                                    ,FR,+48:43:01,+002:23:04,  89,PP23,19500101,20201231,   10,Jean-Michel Soubeyroux                            
11249,176148,ORLY                                    ,FR,+48:43:01,+002:23:04,  89,HU13,19210301,20201231,   10,Jean-Michel Soubeyroux                            
11249,176149,ORLY                                    ,FR,+48:43:01,+002:23:04,  89,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
11249,190817,ORLY                                    ,FR,+48:43:01,+002:23:04,  89, QQ5,20001101,20191231,   72,Anatoly V. Tsvetkov                               
11250,190854,AMBERIEU                                ,FR,+45:58:35,+005:19:45, 250, QQ5,20170518,20191231,   72,Anatoly V. Tsvetkov                               
11253,190807,CHARLEVILLE - MEZ                       ,FR,+49:46:58,+004:38:35, 147, QQ5,20091121,20191231,   72,Anatoly V. Tsvetkov                               
11256,190873,RODEZ - AVEYRON                         ,FR,+44:24:37,+002:28:57, 578, QQ5,20130102,20191231,   72,Anatoly V. Tsvetkov                               
11263,190865,AURILLAC                                ,FR,+44:53:55,+002:25:15, 639, QQ5,20090702,20191231,   72,Anatoly V. Tsvetkov                               
11266,190863,BRIVE                                   ,FR,+45:08:48,+001:28:24, 115, QQ5,20101005,20191231,   72,Anatoly V. Tsvetkov                               
11276,219111,ST BRIEUC                               ,FR,+48:32:04,-002:51:07, 135, QQ5,20100101,20191231,   72,Anatoly V. Tsvetkov                               
11277,190852,GUERET - ST LAURENT                     ,FR,+46:10:31,+001:57:01, 365, QQ5,20120101,20191231,   72,Anatoly V. Tsvetkov                               
11278,190867,BERGERAC                                ,FR,+44:49:22,+000:31:26,  49, QQ5,20110222,20191231,   72,Anatoly V. Tsvetkov                               
11279,190827,CHATEAUDUN                              ,FR,+48:03:40,+001:22:34, 126, QQ5,20100430,20191231,   72,Anatoly V. Tsvetkov                               
11285,190830,QUIMPER                                 ,FR,+47:58:22,-004:09:38,  82, QQ5,20100209,20191230,   72,Anatoly V. Tsvetkov                               
11287,190883,AUCH                                    ,FR,+43:41:20,+000:36:04, 122, QQ5,20100428,20191231,   72,Anatoly V. Tsvetkov                               
11290,190820,DINARD                                  ,FR,+48:35:05,-002:04:34,  65, QQ5,20110716,20191231,   72,Anatoly V. Tsvetkov                               
11293,190815,TAVAUXSA                                ,FR,+47:02:37,+005:25:38, 195, QQ5,20120101,20191231,   72,Anatoly V. Tsvetkov                               
11294,190872,BISCARROSSE                             ,FR,+44:25:54,-001:14:51,  35, QQ5,19790101,20191231,   72,Anatoly V. Tsvetkov                               
11296,190882,DAX                                     ,FR,+43:41:23,-001:04:12,  31, QQ5,20110315,20191231,   72,Anatoly V. Tsvetkov                               
11298,190837,BLOIS                                   ,FR,+47:40:45,+001:12:44, 119, QQ5,20130101,20191231,   72,Anatoly V. Tsvetkov                               
11299,190861,ST ETIENNE-BOUTHEON                     ,FR,+45:32:44,+004:17:37, 395, QQ5,20170221,20191231,   72,Anatoly V. Tsvetkov                               
11302,190871,MENDE                                   ,FR,+44:32:01,+003:27:16, 932, QQ5,20100801,20191231,   72,Anatoly V. Tsvetkov                               
11303,190838,BEAUCOUZE                               ,FR,+47:28:44,-000:36:51,  50, QQ5,20090101,20191231,   72,Anatoly V. Tsvetkov                               
11305,219104,GONNEVILLE                              ,FR,+49:39:09,-001:27:48, 134, QQ5,20180101,20191231,   72,Anatoly V. Tsvetkov                               
11307,190828,LAVAL-ENTRAMMES                         ,FR,+48:01:56,-000:44:21,  99, QQ5,20110413,20191231,   72,Anatoly V. Tsvetkov                               
11309,190836,LORIENT-LANN BIHOUE                     ,FR,+47:45:46,-003:26:08,  45, QQ5,20100115,20191230,   72,Anatoly V. Tsvetkov                               
11311,190844,NEVERS-MARZY                            ,FR,+46:59:54,+003:06:45, 175, QQ5,20170415,20191231,   72,Anatoly V. Tsvetkov                               
11312,190809,CREIL                                   ,FR,+49:15:07,+002:31:15,  88, QQ5,20090101,20191231,   72,Anatoly V. Tsvetkov                               
11314,190803,CALAIS-MARCK                            ,FR,+50:58:00,+001:58:00,   2, QQ5,20130101,20191231,   72,Anatoly V. Tsvetkov                               
11315,190805,LE TOUQUET                              ,FR,+50:30:52,+001:37:22,   5, QQ5,20160615,20191231,   72,Anatoly V. Tsvetkov                               
11319,190832,COLMAR - MEYENHEIM                      ,FR,+47:55:43,+007:24:27, 207, QQ5,19910301,20191231,   72,Anatoly V. Tsvetkov                               
11321,190860,CHAMBERY - AIX                          ,FR,+45:38:28,+005:52:40, 235, QQ5,20090827,20191231,   72,Anatoly V. Tsvetkov                               
11322,190855,MEYTHET                                 ,FR,+45:55:41,+006:05:38, 455, QQ5,20130101,20161231,   72,Anatoly V. Tsvetkov                               
11326,190819,MELUN                                   ,FR,+48:36:37,+002:40:46,  91, QQ5,20100102,20191231,   72,Anatoly V. Tsvetkov                               
11328,190849,NIORT                                   ,FR,+46:18:55,-000:24:00,  57, QQ5,20100101,20191231,   72,Anatoly V. Tsvetkov                               
11329,190880,ALBI                                    ,FR,+43:54:52,+002:06:58, 172, QQ5,20120101,20191231,   72,Anatoly V. Tsvetkov                               
11330,190878,MONT AUBAN                              ,FR,+44:01:40,+001:22:36, 106, QQ5,20090708,20191231,   72,Anatoly V. Tsvetkov                               
11331,190890,LE LUC                                  ,FR,+43:22:59,+006:23:10,  80, QQ5,20110219,20191231,   72,Anatoly V. Tsvetkov                               
11336,190876,CARPENTRAS                              ,FR,+44:04:58,+005:03:33,  99, QQ5,19680119,20191231,   72,Anatoly V. Tsvetkov                               
11337,190847,LA ROCHE-SUR-YON                        ,FR,+46:42:19,-001:22:54,  90, QQ5,19850401,20191231,   72,Anatoly V. Tsvetkov                               
16318,190603,PALAISEAU                               ,FR,+48:42:47,+002:12:29, 156, QQ4,20010501,20191231,   71,BSRN                                              
16353,190672,ST-QUENTIN                              ,FR,+49:49:00,+003:12:00,  98, QQ5,19730418,20191231,   72,Anatoly V. Tsvetkov                               
16354,190673,CHERBOURG                               ,FR,+49:31:00,-001:30:00,  61, QQ5,20120102,20171231,   72,Anatoly V. Tsvetkov                               
16355,190674,REIMS-COURCY                            ,FR,+49:18:00,+004:03:00,  91, QQ5,19740801,20111231,   72,Anatoly V. Tsvetkov                               
16356,190675,ROISSY-EN-FRANCE                        ,FR,+49:00:00,+002:32:00, 108, QQ5,19891101,20171231,   72,Anatoly V. Tsvetkov                               
16357,190676,PARC SAINT MAUR                         ,FR,+48:49:00,+002:30:00,  50, QQ5,19640102,19691229,   72,Anatoly V. Tsvetkov                               
16358,190677,EPINAL                                  ,FR,+48:12:00,+006:27:00, 317, QQ5,20130102,20130630,   72,Anatoly V. Tsvetkov                               
16359,190678,VANNES                                  ,FR,+47:38:00,-002:45:00,  11, QQ5,20130101,20191231,   72,Anatoly V. Tsvetkov                               
16360,190679,CHOLET                                  ,FR,+47:04:00,-000:52:00, 134, QQ5,20130101,20160705,   72,Anatoly V. Tsvetkov                               
16361,190680,NOIRMOUTIER IS.                         ,FR,+47:00:00,-002:20:00,   2, QQ5,19850401,19901231,   72,Anatoly V. Tsvetkov                               
16362,190681,MT-ST-VINCENT                           ,FR,+46:37:00,+004:28:00, 602, QQ5,20130102,20191231,   72,Anatoly V. Tsvetkov                               
16363,190682,POITIERS-BIARD                          ,FR,+46:35:00,+000:18:00, 123, QQ5,20110217,20171231,   72,Anatoly V. Tsvetkov                               
16364,190683,LA PESSE                                ,FR,+46:18:00,+005:50:00,1133, QQ5,20130101,20191231,   72,Anatoly V. Tsvetkov                               
16365,190684,COLOMBIER-LE-JEUNE                      ,FR,+45:01:00,+004:40:00, 566, QQ5,19940301,19940530,   72,Anatoly V. Tsvetkov                               
16366,190685,VALENCE-CHABEUI                         ,FR,+44:54:00,+004:58:00, 163, QQ5,20140701,20170331,   72,Anatoly V. Tsvetkov                               
16367,190686,LUS LA CROIXHAUTE                       ,FR,+44:40:00,+005:42:00,1059, QQ5,20130101,20160724,   72,Anatoly V. Tsvetkov                               
16368,190687,AUBENAS                                 ,FR,+44:32:00,+004:22:00, 280, QQ5,19950101,20160724,   72,Anatoly V. Tsvetkov                               
16369,190688,CAPTIEUX                                ,FR,+44:11:00,-000:17:00, 132, QQ5,19800501,19860808,   72,Anatoly V. Tsvetkov                               
16370,190689,CASTRES                                 ,FR,+43:33:00,+002:18:00, 232, QQ5,19930201,19930930,   72,Anatoly V. Tsvetkov                               
16371,190690,AIX-EN-PROVENCE                         ,FR,+43:31:00,+005:25:00, 173, QQ5,20130101,20160731,   72,Anatoly V. Tsvetkov                               
16372,190691,ILE DU LEVANT                           ,FR,+43:01:00,+006:28:00, 118, QQ5,19770201,20191231,   72,Anatoly V. Tsvetkov                               
16373,190692,ODEILLO                                 ,FR,+42:29:00,+002:07:00,1580, QQ5,19810701,19901231,   72,Anatoly V. Tsvetkov                               
