EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 28-01-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGHT   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
  749,104088,POITIERS - BIARD                        ,FR,+46:35:38,+000:18:52, 123, RR9,19210501,20201231,   10,Jean-Michel Soubeyroux                            
  749,104089,POITIERS - BIARD                        ,FR,+46:35:38,+000:18:52, 123, TG5,19210501,20201231,   10,Jean-Michel Soubeyroux                            
  749,104090,POITIERS - BIARD                        ,FR,+46:35:38,+000:18:52, 123, TN2,19210501,20201231,   10,Jean-Michel Soubeyroux                            
  749,104091,POITIERS - BIARD                        ,FR,+46:35:38,+000:18:52, 123, TX6,19210501,20201231,   10,Jean-Michel Soubeyroux                            
  749,176141,POITIERS - BIARD                        ,FR,+46:35:38,+000:18:52, 123,PP23,19910409,20201231,   10,Jean-Michel Soubeyroux                            
  749,176142,POITIERS - BIARD                        ,FR,+46:35:38,+000:18:52, 123,HU13,19210501,20201231,   10,Jean-Michel Soubeyroux                            
  749,176143,POITIERS - BIARD                        ,FR,+46:35:38,+000:18:52, 123,FG12,19210501,20201231,   10,Jean-Michel Soubeyroux                            
  750,104092,CLERMONT-FERRAND                        ,FR,+45:47:13,+003:08:58, 331, RR9,19230701,20201231,   10,Jean-Michel Soubeyroux                            
  750,104093,CLERMONT-FERRAND                        ,FR,+45:47:13,+003:08:58, 331, TG5,19230101,20201231,   10,Jean-Michel Soubeyroux                            
  750,104094,CLERMONT-FERRAND                        ,FR,+45:47:13,+003:08:58, 331, TN2,19230101,20201231,   10,Jean-Michel Soubeyroux                            
  750,104095,CLERMONT-FERRAND                        ,FR,+45:47:13,+003:08:58, 331, TX6,19230101,20201231,   10,Jean-Michel Soubeyroux                            
  750,176116,CLERMONT-FERRAND                        ,FR,+45:47:13,+003:08:58, 331,PP23,19500101,20201231,   10,Jean-Michel Soubeyroux                            
  750,176117,CLERMONT-FERRAND                        ,FR,+45:47:13,+003:08:58, 331,HU13,19230701,20201231,   10,Jean-Michel Soubeyroux                            
  750,176118,CLERMONT-FERRAND                        ,FR,+45:47:13,+003:08:58, 331,FG12,19230702,20201231,   10,Jean-Michel Soubeyroux                            
  750,190857,CLERMONT-FERRAND                        ,FR,+45:47:13,+003:08:58, 331, QQ5,19780101,20191231,   72,Anatoly V. Tsvetkov                               
  751,104965,LYON-BRON                               ,FR,+45:43:33,+004:56:16, 197, SS1,19310101,20050101,   10,Jean-Michel Soubeyroux                            
  751,190858,LYON-BRON                               ,FR,+45:43:33,+004:56:16, 197, QQ5,20090101,20191231,   72,Anatoly V. Tsvetkov                               
  751,210073,LYON-BRON                               ,FR,+45:43:33,+004:56:16, 197, QQ6,19310101,20050101,   10,Jean-Michel Soubeyroux                            
  753,190874,AGEN                                    ,FR,+44:10:19,+000:35:40,  58, QQ5,19680714,20191231,   72,Anatoly V. Tsvetkov                               
  755,104112,EMBRUN                                  ,FR,+44:33:56,+006:30:08, 871, RR9,18770101,20201231,   10,Jean-Michel Soubeyroux                            
  755,104113,EMBRUN                                  ,FR,+44:33:56,+006:30:08, 871, TG5,19470624,20201231,   10,Jean-Michel Soubeyroux                            
  755,104114,EMBRUN                                  ,FR,+44:33:56,+006:30:08, 871, TN2,19470624,20201231,   10,Jean-Michel Soubeyroux                            
  755,104115,EMBRUN                                  ,FR,+44:33:56,+006:30:08, 871, TX6,19470624,20201231,   10,Jean-Michel Soubeyroux                            
  755,175601,EMBRUN                                  ,FR,+44:33:56,+006:30:08, 871,PP23,19930101,20201231,   10,Jean-Michel Soubeyroux                            
  755,175602,EMBRUN                                  ,FR,+44:33:56,+006:30:08, 871,HU13,19470701,20201231,   10,Jean-Michel Soubeyroux                            
  755,175603,EMBRUN                                  ,FR,+44:33:56,+006:30:08, 871,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
  755,190870,EMBRUN                                  ,FR,+44:33:56,+006:30:08, 871, QQ5,19800101,20191231,   72,Anatoly V. Tsvetkov                               
  756,104116,TARBES - OSSUN                          ,FR,+43:11:17,+000:00:00, 360, RR9,19460101,20201231,   10,Jean-Michel Soubeyroux                            
  756,104117,TARBES - OSSUN                          ,FR,+43:11:17,+000:00:00, 360, TG5,19460101,20201231,   10,Jean-Michel Soubeyroux                            
  756,104118,TARBES - OSSUN                          ,FR,+43:11:17,+000:00:00, 360, TN2,19460101,20201231,   10,Jean-Michel Soubeyroux                            
  756,104119,TARBES - OSSUN                          ,FR,+43:11:17,+000:00:00, 360, TX6,19460101,20201231,   10,Jean-Michel Soubeyroux                            
  756,176119,TARBES - OSSUN                          ,FR,+43:11:17,+000:00:00, 360,PP23,19910409,20201231,   10,Jean-Michel Soubeyroux                            
  756,176120,TARBES - OSSUN                          ,FR,+43:11:17,+000:00:00, 360,HU13,19490101,20201231,   10,Jean-Michel Soubeyroux                            
  756,176121,TARBES - OSSUN                          ,FR,+43:11:17,+000:00:00, 360,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
  756,190892,TARBES - OSSUN                          ,FR,+43:11:17,+000:00:00, 360, QQ5,20100429,20191231,   72,Anatoly V. Tsvetkov                               
  757,104120,NICE                                    ,FR,+43:38:56,+007:12:32,   2, RR9,19420701,20201231,   10,Jean-Michel Soubeyroux                            
  757,104121,NICE                                    ,FR,+43:38:56,+007:12:32,   2, TG5,19420701,20201231,   10,Jean-Michel Soubeyroux                            
  757,104122,NICE                                    ,FR,+43:38:56,+007:12:32,   2, TN2,19420701,20201231,   10,Jean-Michel Soubeyroux                            
  757,104123,NICE                                    ,FR,+43:38:56,+007:12:32,   2, TX6,19420701,20201231,   10,Jean-Michel Soubeyroux                            
  757,175604,NICE                                    ,FR,+43:38:56,+007:12:32,   2,PP23,19890901,20201231,   10,Jean-Michel Soubeyroux                            
  757,175605,NICE                                    ,FR,+43:38:56,+007:12:32,   2,HU13,19420701,20201231,   10,Jean-Michel Soubeyroux                            
  757,175606,NICE                                    ,FR,+43:38:56,+007:12:32,   2,FG12,19420701,20201231,   10,Jean-Michel Soubeyroux                            
  757,190884,NICE                                    ,FR,+43:38:56,+007:12:32,   2, QQ5,19671001,20191231,   72,Anatoly V. Tsvetkov                               
  758,104124,BASTIA                                  ,FR,+42:32:26,+009:29:07,  10, RR9,19470501,20201231,   10,Jean-Michel Soubeyroux                            
  758,104125,BASTIA                                  ,FR,+42:32:26,+009:29:07,  10, TG5,19470101,20201231,   10,Jean-Michel Soubeyroux                            
  758,104126,BASTIA                                  ,FR,+42:32:26,+009:29:07,  10, TN2,19470101,20201231,   10,Jean-Michel Soubeyroux                            
  758,104127,BASTIA                                  ,FR,+42:32:26,+009:29:07,  10, TX6,19470101,20201231,   10,Jean-Michel Soubeyroux                            
  758,175629,BASTIA                                  ,FR,+42:32:26,+009:29:07,  10,PP23,19910101,20201231,   10,Jean-Michel Soubeyroux                            
  758,175630,BASTIA                                  ,FR,+42:32:26,+009:29:07,  10,HU13,19480101,20201231,   10,Jean-Michel Soubeyroux                            
  758,175631,BASTIA                                  ,FR,+42:32:26,+009:29:07,  10,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
  758,190895,BASTIA                                  ,FR,+42:32:26,+009:29:07,  10, QQ5,19910101,20191231,   72,Anatoly V. Tsvetkov                               
  759,104975,AMIENS-GLISY                            ,FR,+49:52:18,+002:23:06,  60, RR3,19290101,20050101,   10,Jean-Michel Soubeyroux                            
  760,190834,AUXERRE-PERRIGNY                        ,FR,+47:49:28,+003:32:58, 152, QQ5,19761101,20191231,   72,Anatoly V. Tsvetkov                               
  761,104943,BALLOTS                                 ,FR,+47:53:54,-001:02:06,  62, RR3,19560101,20050101,   10,Jean-Michel Soubeyroux                            
  762,190808,BEAUVAIS-TILLE                          ,FR,+49:26:47,+002:07:37,  89, QQ5,20100204,20191231,   72,Anatoly V. Tsvetkov                               
  764,104982,BRETIGNY-SUR-ORGE                       ,FR,+48:36:00,+002:19:36,  78, RR3,19580101,20050101,   10,Jean-Michel Soubeyroux                            
  766,190891,CARCASSONNE                             ,FR,+43:12:55,+002:17:43, 128, QQ5,19800101,20191231,   72,Anatoly V. Tsvetkov                               
  767,104935,CATUS                                   ,FR,+44:33:24,+001:20:18, 165, RR3,19310101,20050101,   10,Jean-Michel Soubeyroux                            
  768,190822,CHARTRES                                ,FR,+48:27:37,+001:30:04, 155, QQ5,20090831,20191231,   72,Anatoly V. Tsvetkov                               
  770,104934,CHATILLON-COLIGNY                       ,FR,+47:49:36,+002:50:54, 140, RR3,19390601,20050101,   10,Jean-Michel Soubeyroux                            
  771,104901,CHATILLON-SUR-SEINE                     ,FR,+47:50:54,+004:34:54, 262, RR3,18900101,20050101,   10,Jean-Michel Soubeyroux                            
  771,190833,CHATILLON-SUR-SEINE                     ,FR,+47:50:54,+004:34:54, 262, QQ5,20130101,20191231,   72,Anatoly V. Tsvetkov                               
  773,104957,ESPOEY                                  ,FR,+43:14:54,-000:09:18, 312, RR3,19340101,20050101,   10,Jean-Michel Soubeyroux                            
  774,104930,FAVERGES-DE-LA-TOUR                     ,FR,+45:35:42,+005:31:48, 360, RR3,19480101,20050101,   10,Jean-Michel Soubeyroux                            
  776,104902,LA SOUTERRAINE                          ,FR,+46:14:36,+001:28:06, 405, RR3,19420101,19491231,   10,Jean-Michel Soubeyroux                            
  777,190831,LE MANS                                 ,FR,+47:56:27,+000:11:22,  48, QQ5,20100219,20191231,   72,Anatoly V. Tsvetkov                               
  778,104936,LE MASSEGROS                            ,FR,+44:18:30,+003:10:36, 870, RR3,19480101,19491231,   10,Jean-Michel Soubeyroux                            
  781,104974,LEZAY                                   ,FR,+46:15:54,-000:00:36, 124, RR3,19200101,20050101,   10,Jean-Michel Soubeyroux                            
  782,190846,L-ILE-D-YEU                             ,FR,+46:41:37,-002:19:48,  32, QQ5,19880801,19910228,   72,Anatoly V. Tsvetkov                               
  784,104949,METZ-FRESCATY                           ,FR,+49:04:23,+006:07:32, 190, TX6,19460101,20050101,   10,Jean-Michel Soubeyroux                            
  784,104950,METZ-FRESCATY                           ,FR,+49:04:23,+006:07:32, 190, TN2,19460101,20050101,   10,Jean-Michel Soubeyroux                            
  784,106764,METZ-FRESCATY                           ,FR,+49:04:23,+006:07:32, 190, TG5,19460101,19491231,   10,Jean-Michel Soubeyroux                            
  784,219108,METZ-FRESCATY                           ,FR,+49:04:23,+006:07:32, 190, QQ5,20190102,20191231,   72,Anatoly V. Tsvetkov                               
  785,104883,MONTCORNET                              ,FR,+49:42:00,+004:01:00, 130, RR3,19000101,20050101,   10,Jean-Michel Soubeyroux                            
  786,104108,MONTELIMAR                              ,FR,+44:34:52,+004:43:59,  73, RR9,19200817,20201231,   10,Jean-Michel Soubeyroux                            
  786,104906,MONTELIMAR                              ,FR,+44:34:52,+004:43:59,  73, SS1,19490101,20050101,   10,Jean-Michel Soubeyroux                            
  786,104907,MONTELIMAR                              ,FR,+44:34:52,+004:43:59,  73, TX6,19200817,20201231,   10,Jean-Michel Soubeyroux                            
  786,104908,MONTELIMAR                              ,FR,+44:34:52,+004:43:59,  73, TN2,19200817,20201231,   10,Jean-Michel Soubeyroux                            
  786,106765,MONTELIMAR                              ,FR,+44:34:52,+004:43:59,  73, TG5,19200817,20201231,   10,Jean-Michel Soubeyroux                            
  786,175638,MONTELIMAR                              ,FR,+44:34:52,+004:43:59,  73,PP23,19910409,20201231,   10,Jean-Michel Soubeyroux                            
  786,175639,MONTELIMAR                              ,FR,+44:34:52,+004:43:59,  73,HU13,19200901,20201231,   10,Jean-Michel Soubeyroux                            
  786,175640,MONTELIMAR                              ,FR,+44:34:52,+004:43:59,  73,FG12,19380101,20201231,   10,Jean-Michel Soubeyroux                            
  786,190869,MONTELIMAR                              ,FR,+44:34:52,+004:43:59,  73, QQ5,19940706,20191231,   72,Anatoly V. Tsvetkov                               
  786,210074,MONTELIMAR                              ,FR,+44:34:52,+004:43:59,  73, QQ6,19490101,20050101,   10,Jean-Michel Soubeyroux                            
  787,104979,MONTMORILLON                            ,FR,+46:25:00,+000:51:36, 152, RR3,19370101,20001231,   10,Jean-Michel Soubeyroux                            
  788,104911,NIMES-COURBESSAC                        ,FR,+43:51:24,+004:24:22,  59, SS1,19460101,20050101,   10,Jean-Michel Soubeyroux                            
  788,190881,NIMES-COURBESSAC                        ,FR,+43:51:24,+004:24:22,  59, QQ5,20120530,20191231,   72,Anatoly V. Tsvetkov                               
  788,210075,NIMES-COURBESSAC                        ,FR,+43:51:24,+004:24:22,  59, QQ6,19460101,20050101,   10,Jean-Michel Soubeyroux                            
  790,104963,ODEREN                                  ,FR,+47:54:00,+006:58:00, 460, RR3,19410101,20050101,   10,Jean-Michel Soubeyroux                            
  792,104887,PAMIERS                                 ,FR,+43:07:01,+001:37:03, 295, RR3,19600101,20050101,   10,Jean-Michel Soubeyroux                            
  793,104937,PTE DE LA HAGUE                         ,FR,+49:43:31,-001:56:23,   6, TX6,19210101,20201231,   10,Jean-Michel Soubeyroux                            
  793,104938,PTE DE LA HAGUE                         ,FR,+49:43:31,-001:56:23,   6, TN2,19210101,20201231,   10,Jean-Michel Soubeyroux                            
  793,106768,PTE DE LA HAGUE                         ,FR,+49:43:31,-001:56:23,   6, TG5,19210101,20201231,   10,Jean-Michel Soubeyroux                            
  793,171628,PTE DE LA HAGUE                         ,FR,+49:43:31,-001:56:23,   6, RR9,18800101,20201231,   10,Jean-Michel Soubeyroux                            
  793,175669,PTE DE LA HAGUE                         ,FR,+49:43:31,-001:56:23,   6,PP23,19920831,20201231,   10,Jean-Michel Soubeyroux                            
  793,175670,PTE DE LA HAGUE                         ,FR,+49:43:31,-001:56:23,   6,HU13,19210101,20201231,   10,Jean-Michel Soubeyroux                            
  793,175671,PTE DE LA HAGUE                         ,FR,+49:43:31,-001:56:23,   6,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
  796,104980,SAINT-GERMAIN-LES-BELLES                ,FR,+45:36:48,+001:29:06, 405, RR3,19210101,20050101,   10,Jean-Michel Soubeyroux                            
  803,190853,VICHY-CHARMEIL                          ,FR,+46:10:00,+003:23:55, 249, QQ5,20100225,20191231,   72,Anatoly V. Tsvetkov                               
  804,104886,VOUZIERS                                ,FR,+49:24:12,+004:42:12,  96, RR3,18900101,20050101,   10,Jean-Michel Soubeyroux                            
 2184,106184,ROUEN - BOOS                            ,FR,+49:22:59,+001:10:54, 151, RR9,19680301,20201231,   10,Jean-Michel Soubeyroux                            
 2184,106428,ROUEN - BOOS                            ,FR,+49:22:59,+001:10:54, 151, TX6,19680301,20201231,   10,Jean-Michel Soubeyroux                            
 2184,106671,ROUEN - BOOS                            ,FR,+49:22:59,+001:10:54, 151, TN2,19680301,20201231,   10,Jean-Michel Soubeyroux                            
 2184,107207,ROUEN - BOOS                            ,FR,+49:22:59,+001:10:54, 151, TG5,19680301,20201231,   10,Jean-Michel Soubeyroux                            
 2184,176132,ROUEN - BOOS                            ,FR,+49:22:59,+001:10:54, 151,PP23,19701110,20201231,   10,Jean-Michel Soubeyroux                            
 2184,176133,ROUEN - BOOS                            ,FR,+49:22:59,+001:10:54, 151,HU13,19680301,20201231,   10,Jean-Michel Soubeyroux                            
 2184,176134,ROUEN - BOOS                            ,FR,+49:22:59,+001:10:54, 151,FG12,19680301,20201231,   10,Jean-Michel Soubeyroux                            
 2188,219112,ST-DIZIER                               ,FR,+48:37:52,+004:54:13, 139, QQ5,20120101,20191231,   72,Anatoly V. Tsvetkov                               
 2190,104929,TOURS                                   ,FR,+47:26:40,+000:43:38, 108, SS1,19610101,20050101,   10,Jean-Michel Soubeyroux                            
 2190,106190,TOURS                                   ,FR,+47:26:40,+000:43:38, 108, RR9,19591101,20201231,   10,Jean-Michel Soubeyroux                            
 2190,106433,TOURS                                   ,FR,+47:26:40,+000:43:38, 108, TX6,19591101,20201231,   10,Jean-Michel Soubeyroux                            
 2190,106676,TOURS                                   ,FR,+47:26:40,+000:43:38, 108, TN2,19591101,20201231,   10,Jean-Michel Soubeyroux                            
 2190,107211,TOURS                                   ,FR,+47:26:40,+000:43:38, 108, TG5,19591101,20201231,   10,Jean-Michel Soubeyroux                            
 2190,175654,TOURS                                   ,FR,+47:26:40,+000:43:38, 108,PP23,19641001,20201231,   10,Jean-Michel Soubeyroux                            
 2190,175655,TOURS                                   ,FR,+47:26:40,+000:43:38, 108,HU13,19610101,20201231,   10,Jean-Michel Soubeyroux                            
 2190,175656,TOURS                                   ,FR,+47:26:40,+000:43:38, 108,FG12,19610101,20201231,   10,Jean-Michel Soubeyroux                            
 2190,190839,TOURS                                   ,FR,+47:26:40,+000:43:38, 108, QQ5,19760601,20191231,   72,Anatoly V. Tsvetkov                               
 2190,210217,TOURS                                   ,FR,+47:26:40,+000:43:38, 108, QQ6,19610101,20050101,   10,Jean-Michel Soubeyroux                            
 2191,190835,LUXEUIL                                 ,FR,+47:47:13,+006:21:49, 271, QQ5,20160901,20191231,   72,Anatoly V. Tsvetkov                               
 2192,106192,BASEL-MULHOUSE                          ,FR,+47:36:52,+007:30:36, 263, RR9,19470101,20201231,   10,Jean-Michel Soubeyroux                            
 2192,106436,BASEL-MULHOUSE                          ,FR,+47:36:52,+007:30:36, 263, TX6,19470101,20201231,   10,Jean-Michel Soubeyroux                            
 2192,106679,BASEL-MULHOUSE                          ,FR,+47:36:52,+007:30:36, 263, TN2,19470101,20201231,   10,Jean-Michel Soubeyroux                            
 2192,107213,BASEL-MULHOUSE                          ,FR,+47:36:52,+007:30:36, 263, TG5,19470101,20201231,   10,Jean-Michel Soubeyroux                            
 2192,176127,BASEL-MULHOUSE                          ,FR,+47:36:52,+007:30:36, 263,PP23,19901214,20201231,   10,Jean-Michel Soubeyroux                            
 2192,176128,BASEL-MULHOUSE                          ,FR,+47:36:52,+007:30:36, 263,HU13,19490101,20201231,   10,Jean-Michel Soubeyroux                            
 2192,176129,BASEL-MULHOUSE                          ,FR,+47:36:52,+007:30:36, 263,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
 2193,190850,MACON                                   ,FR,+46:17:40,+004:47:39, 219, QQ5,19680101,20191231,   72,Anatoly V. Tsvetkov                               
 2194,190859,COGNAC                                  ,FR,+45:39:54,-000:18:57,  30, QQ5,20110302,20191231,   72,Anatoly V. Tsvetkov                               
 2195,106195,LIMOGES - BELLEGARDE                    ,FR,+45:51:40,+001:10:30, 402, RR9,19730101,20201231,   10,Jean-Michel Soubeyroux                            
 2195,106438,LIMOGES - BELLEGARDE                    ,FR,+45:51:40,+001:10:30, 402, TX6,19730101,20201231,   10,Jean-Michel Soubeyroux                            
 2195,106681,LIMOGES - BELLEGARDE                    ,FR,+45:51:40,+001:10:30, 402, TN2,19730101,20201231,   10,Jean-Michel Soubeyroux                            
 2195,107215,LIMOGES - BELLEGARDE                    ,FR,+45:51:40,+001:10:30, 402, TG5,19730101,20201231,   10,Jean-Michel Soubeyroux                            
 2195,176144,LIMOGES - BELLEGARDE                    ,FR,+45:51:40,+001:10:30, 402,PP23,19861001,20201231,   10,Jean-Michel Soubeyroux                            
 2195,176145,LIMOGES - BELLEGARDE                    ,FR,+45:51:40,+001:10:30, 402,HU13,19730101,20201231,   10,Jean-Michel Soubeyroux                            
 2195,176146,LIMOGES - BELLEGARDE                    ,FR,+45:51:40,+001:10:30, 402,FG12,19730101,20201231,   10,Jean-Michel Soubeyroux                            
 2195,190856,LIMOGES - BELLEGARDE                    ,FR,+45:51:40,+001:10:30, 402, QQ5,19671001,20191231,   72,Anatoly V. Tsvetkov                               
 2196,106196,LE PUY - LOUDES                         ,FR,+45:04:28,+003:45:50, 833, RR9,19831101,20201231,   10,Jean-Michel Soubeyroux                            
 2196,106439,LE PUY - LOUDES                         ,FR,+45:04:28,+003:45:50, 833, TX6,19840101,20201231,   10,Jean-Michel Soubeyroux                            
 2196,106682,LE PUY - LOUDES                         ,FR,+45:04:28,+003:45:50, 833, TN2,19840101,20201231,   10,Jean-Michel Soubeyroux                            
 2196,107216,LE PUY - LOUDES                         ,FR,+45:04:28,+003:45:50, 833, TG5,19840101,20201231,   10,Jean-Michel Soubeyroux                            
 2196,175660,LE PUY - LOUDES                         ,FR,+45:04:28,+003:45:50, 833,PP23,19840101,20201231,   10,Jean-Michel Soubeyroux                            
 2196,175661,LE PUY - LOUDES                         ,FR,+45:04:28,+003:45:50, 833,HU13,19840101,20201231,   10,Jean-Michel Soubeyroux                            
 2196,175662,LE PUY - LOUDES                         ,FR,+45:04:28,+003:45:50, 833,FG12,19840101,20201231,   10,Jean-Michel Soubeyroux                            
 2196,190864,LE PUY - LOUDES                         ,FR,+45:04:28,+003:45:50, 833, QQ5,20110413,20191231,   72,Anatoly V. Tsvetkov                               
 2197,190862,GRENOBLE - ST GEOIRS                    ,FR,+45:21:50,+005:18:48, 384, QQ5,20090708,20191231,   72,Anatoly V. Tsvetkov                               
 2198,219103,BOURG-ST-MAURICE                        ,FR,+45:36:45,+006:45:48, 865, QQ5,20190101,20191231,   72,Anatoly V. Tsvetkov                               
 2199,106199,GOURDON                                 ,FR,+44:44:42,+001:23:48, 260, RR9,19610201,20201231,   10,Jean-Michel Soubeyroux                            
 2199,106442,GOURDON                                 ,FR,+44:44:42,+001:23:48, 260, TX6,19610201,20201231,   10,Jean-Michel Soubeyroux                            
 2199,106685,GOURDON                                 ,FR,+44:44:42,+001:23:48, 260, TN2,19610201,20201231,   10,Jean-Michel Soubeyroux                            
 2199,107219,GOURDON                                 ,FR,+44:44:42,+001:23:48, 260, TG5,19610201,20201231,   10,Jean-Michel Soubeyroux                            
 2199,175666,GOURDON                                 ,FR,+44:44:42,+001:23:48, 260,PP23,19930101,20201231,   10,Jean-Michel Soubeyroux                            
 2199,175667,GOURDON                                 ,FR,+44:44:42,+001:23:48, 260,HU13,19610201,20201231,   10,Jean-Michel Soubeyroux                            
 2199,175668,GOURDON                                 ,FR,+44:44:42,+001:23:48, 260,FG12,19610201,20201231,   10,Jean-Michel Soubeyroux                            
 2199,190868,GOURDON                                 ,FR,+44:44:42,+001:23:48, 260, QQ5,20160921,20191231,   72,Anatoly V. Tsvetkov                               
 2200,106200,MILLAU                                  ,FR,+44:07:07,+003:01:07, 712, RR9,19640401,20201231,   10,Jean-Michel Soubeyroux                            
 2200,106443,MILLAU                                  ,FR,+44:07:07,+003:01:07, 712, TX6,19640401,20201231,   10,Jean-Michel Soubeyroux                            
 2200,106686,MILLAU                                  ,FR,+44:07:07,+003:01:07, 712, TN2,19640401,20201231,   10,Jean-Michel Soubeyroux                            
 2200,107220,MILLAU                                  ,FR,+44:07:07,+003:01:07, 712, TG5,19640401,20201231,   10,Jean-Michel Soubeyroux                            
 2200,175613,MILLAU                                  ,FR,+44:07:07,+003:01:07, 712,PP23,19930101,20201231,   10,Jean-Michel Soubeyroux                            
 2200,175614,MILLAU                                  ,FR,+44:07:07,+003:01:07, 712,HU13,19640401,20201231,   10,Jean-Michel Soubeyroux                            
 2200,175615,MILLAU                                  ,FR,+44:07:07,+003:01:07, 712,FG12,19640401,20201231,   10,Jean-Michel Soubeyroux                            
 2200,190875,MILLAU                                  ,FR,+44:07:07,+003:01:07, 712, QQ5,19671001,20191231,   72,Anatoly V. Tsvetkov                               
 2201,190877,ST AUBAN                                ,FR,+44:03:43,+005:59:22, 458, QQ5,20120908,20191231,   72,Anatoly V. Tsvetkov                               
 2203,106203,MONT-DE-MARSAN                          ,FR,+43:54:35,-000:30:01,  59, RR9,19450101,20201231,   10,Jean-Michel Soubeyroux                            
 2203,106445,MONT-DE-MARSAN                          ,FR,+43:54:35,-000:30:01,  59, TX6,19450101,20201231,   10,Jean-Michel Soubeyroux                            
 2203,106688,MONT-DE-MARSAN                          ,FR,+43:54:35,-000:30:01,  59, TN2,19450101,20201231,   10,Jean-Michel Soubeyroux                            
 2203,107222,MONT-DE-MARSAN                          ,FR,+43:54:35,-000:30:01,  59, TG5,19450101,20201231,   10,Jean-Michel Soubeyroux                            
 2203,175657,MONT-DE-MARSAN                          ,FR,+43:54:35,-000:30:01,  59,PP23,19880101,20201231,   10,Jean-Michel Soubeyroux                            
 2203,175658,MONT-DE-MARSAN                          ,FR,+43:54:35,-000:30:01,  59,HU13,19450101,20201231,   10,Jean-Michel Soubeyroux                            
 2203,175659,MONT-DE-MARSAN                          ,FR,+43:54:35,-000:30:01,  59,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
 2203,190879,MONT-DE-MARSAN                          ,FR,+43:54:35,-000:30:01,  59, QQ5,20100101,20191231,   72,Anatoly V. Tsvetkov                               
 2204,190889,PAU-UZEIN                               ,FR,+43:23:06,-000:24:58, 183, QQ5,19780101,20191231,   72,Anatoly V. Tsvetkov                               
 2205,106205,ST-GIRONS                               ,FR,+43:00:19,+001:06:25, 414, RR9,19490101,20201231,   10,Jean-Michel Soubeyroux                            
 2205,106447,ST-GIRONS                               ,FR,+43:00:19,+001:06:25, 414, TX6,19490101,20201231,   10,Jean-Michel Soubeyroux                            
 2205,106690,ST-GIRONS                               ,FR,+43:00:19,+001:06:25, 414, TN2,19490101,20201231,   10,Jean-Michel Soubeyroux                            
 2205,107224,ST-GIRONS                               ,FR,+43:00:19,+001:06:25, 414, TG5,19490101,20201231,   10,Jean-Michel Soubeyroux                            
 2205,175607,ST-GIRONS                               ,FR,+43:00:19,+001:06:25, 414,PP23,19870501,20201231,   10,Jean-Michel Soubeyroux                            
 2205,175608,ST-GIRONS                               ,FR,+43:00:19,+001:06:25, 414,HU13,19490101,20201231,   10,Jean-Michel Soubeyroux                            
 2205,175609,ST-GIRONS                               ,FR,+43:00:19,+001:06:25, 414,FG12,19490101,20201231,   10,Jean-Michel Soubeyroux                            
 2205,190893,ST-GIRONS                               ,FR,+43:00:19,+001:06:25, 414, QQ5,20110505,20191231,   72,Anatoly V. Tsvetkov                               
 2207,106207,MONTPELLIER-AEROPORT                    ,FR,+43:34:37,+003:57:47,   2, RR9,19460101,20201231,   10,Jean-Michel Soubeyroux                            
 2207,106448,MONTPELLIER-AEROPORT                    ,FR,+43:34:37,+003:57:47,   2, TX6,19460101,20201231,   10,Jean-Michel Soubeyroux                            
 2207,106691,MONTPELLIER-AEROPORT                    ,FR,+43:34:37,+003:57:47,   2, TN2,19460101,20201231,   10,Jean-Michel Soubeyroux                            
 2207,107225,MONTPELLIER-AEROPORT                    ,FR,+43:34:37,+003:57:47,   2, TG5,19460101,20201231,   10,Jean-Michel Soubeyroux                            
 2207,175648,MONTPELLIER-AEROPORT                    ,FR,+43:34:37,+003:57:47,   2,PP23,19910408,20201231,   10,Jean-Michel Soubeyroux                            
 2207,175649,MONTPELLIER-AEROPORT                    ,FR,+43:34:37,+003:57:47,   2,HU13,19460101,20201231,   10,Jean-Michel Soubeyroux                            
